ID,Date,Element,Data_Value
ASN00086282,2009-10-10,TMAX,195
ASN00086282,2009-10-10,TMIN,24
ASN00086282,2010-01-07,TMAX,238
ASN00086282,2005-11-22,TMIN,137
ASN00086038,2008-06-05,TMAX,180
ASN00086038,2008-06-05,TMIN,70
ASN00087031,2006-03-11,TMIN,142
ASN00086077,2015-03-10,TMAX,220
ASN00086282,2010-01-07,TMIN,124
ASN00086351,2006-02-07,TMIN,124
ASN00086071,2014-02-23,TMIN,142
ASN00086071,2014-02-23,TMAX,238
ASN00086282,2008-06-16,TMIN,44
ASN00086282,2008-06-16,TMAX,173
ASN00086383,2007-05-14,TMAX,212
ASN00086383,2007-05-14,TMIN,82
ASN00086351,2006-02-07,TMAX,214
ASN00086282,2014-05-11,TMAX,189
ASN00086068,2014-11-29,TMAX,297
ASN00086071,2005-07-25,TMAX,162
ASN00086038,2012-06-04,TMAX,132
ASN00086068,2006-02-23,TMIN,132
ASN00086071,2012-04-28,TMAX,216
ASN00086077,2008-05-06,TMIN,88
ASN00086383,2011-10-15,TMAX,237
ASN00086383,2011-10-15,TMIN,115
ASN00086282,2005-11-22,TMAX,205
ASN00086071,2012-04-28,TMIN,93
ASN00085283,2008-11-28,TMIN,123
ASN00086068,2006-02-23,TMAX,361
ASN00086077,2008-05-06,TMAX,187
ASN00086071,2008-03-31,TMAX,203
ASN00086071,2008-03-31,TMIN,116
ASN00086071,2005-07-25,TMIN,106
ASN00086068,2014-11-29,TMIN,114
ASN00086282,2014-05-11,TMIN,79
ASN00086282,2008-07-23,TMAX,110
ASN00086104,2007-01-03,TMAX,315
ASN00085283,2012-10-03,TMAX,240
ASN00085283,2012-10-03,TMIN,70
ASN00086104,2007-01-25,TMIN,97
ASN00086104,2007-01-25,TMAX,223
ASN00086038,2005-11-30,TMAX,263
ASN00086351,2015-09-01,TMAX,170
ASN00086077,2007-07-27,TMAX,157
ASN00086351,2015-09-01,TMIN,27
ASN00086071,2014-10-09,TMAX,233
ASN00086038,2015-09-08,TMIN,81
ASN00086038,2015-09-08,TMAX,132
ASN00086383,2005-01-07,TMAX,177
ASN00086071,2012-06-04,TMIN,97
ASN00086077,2008-12-20,TMIN,72
ASN00086071,2014-10-09,TMIN,98
ASN00087031,2010-02-26,TMIN,131
ASN00086077,2007-07-27,TMIN,101
ASN00087031,2014-11-29,TMAX,249
ASN00085283,2015-01-06,TMIN,147
ASN00087031,2006-03-11,TMAX,254
ASN00086282,2008-07-23,TMIN,42
ASN00085283,2015-01-06,TMAX,278
ASN00086038,2005-11-30,TMIN,111
ASN00086038,2007-05-25,TMAX,183
ASN00086038,2015-08-15,TMAX,147
ASN00086038,2007-05-25,TMIN,121
ASN00086077,2005-02-22,TMIN,133
ASN00086077,2005-02-22,TMAX,253
ASN00086038,2015-08-15,TMIN,94
ASN00087031,2014-11-29,TMIN,90
ASN00087031,2010-02-26,TMAX,344
ASN00086038,2009-10-15,TMIN,96
ASN00086038,2009-10-15,TMAX,155
ASN00086038,2012-06-04,TMIN,89
ASN00086071,2012-10-12,TMAX,152
ASN00086071,2012-10-12,TMIN,88
ASN00086372,2009-12-18,TMIN,69
ASN00087031,2011-10-15,TMAX,232
ASN00086282,2015-02-08,TMAX,235
ASN00085283,2012-01-05,TMAX,214
ASN00087031,2007-01-02,TMAX,288
ASN00087031,2007-01-02,TMIN,147
ASN00086038,2011-09-26,TMAX,208
ASN00086282,2015-02-08,TMIN,188
ASN00086038,2011-09-26,TMIN,31
ASN00086383,2014-11-29,TMIN,88
ASN00085283,2010-04-30,TMIN,73
ASN00086372,2005-03-06,TMAX,125
ASN00086372,2005-03-06,TMIN,57
ASN00086038,2012-05-09,TMIN,138
ASN00086383,2014-11-29,TMAX,294
ASN00087031,2011-10-15,TMIN,139
ASN00087031,2007-05-14,TMIN,137
ASN00087031,2007-05-14,TMAX,231
ASN00085283,2012-01-23,TMAX,279
ASN00086038,2014-01-25,TMAX,203
ASN00086038,2014-01-25,TMIN,126
ASN00086071,2007-07-24,TMIN,75
ASN00086383,2006-02-23,TMIN,92
ASN00086077,2006-10-22,TMIN,24
ASN00086383,2006-02-23,TMAX,355
ASN00086351,2010-02-26,TMAX,335
ASN00086351,2009-01-31,TMAX,317
ASN00086351,2009-01-31,TMIN,195
ASN00086351,2010-02-26,TMIN,135
ASN00086071,2007-01-25,TMIN,152
ASN00086077,2006-10-22,TMAX,168
ASN00086071,2007-01-25,TMAX,225
ASN00086351,2008-04-08,TMIN,90
ASN00086351,2008-04-08,TMAX,259
ASN00085283,2012-01-05,TMIN,100
ASN00086077,2007-01-02,TMIN,156
ASN00087031,2007-07-27,TMIN,79
ASN00087031,2015-12-11,TMIN,110
ASN00086351,2008-12-06,TMIN,153
ASN00086038,2008-07-26,TMIN,31
ASN00087031,2007-07-27,TMAX,160
ASN00086038,2008-07-26,TMAX,128
ASN00086104,2015-03-13,TMIN,116
ASN00086068,2011-10-15,TMAX,229
ASN00086038,2007-01-11,TMAX,354
ASN00086104,2015-03-13,TMAX,217
ASN00086383,2007-01-02,TMAX,290
ASN00086383,2007-01-02,TMIN,133
ASN00086068,2011-10-15,TMIN,140
ASN00086372,2005-08-15,TMAX,67
ASN00086372,2005-08-15,TMIN,45
ASN00086372,2009-12-18,TMAX,177
ASN00085283,2011-10-24,TMAX,185
ASN00086038,2007-01-11,TMIN,239
ASN00086351,2007-05-19,TMAX,170
ASN00086068,2007-05-14,TMIN,107
ASN00086077,2010-02-26,TMAX,339
ASN00086038,2009-12-26,TMIN,123
ASN00086038,2009-12-26,TMAX,210
ASN00087031,2015-12-11,TMAX,199
ASN00085283,2007-01-18,TMAX,262
ASN00085283,2007-01-18,TMIN,165
ASN00086068,2007-01-02,TMAX,308
ASN00086068,2007-01-02,TMIN,157
ASN00086071,2013-12-12,TMAX,240
ASN00086077,2010-02-26,TMIN,143
ASN00086351,2006-10-22,TMIN,10
ASN00086351,2006-10-22,TMAX,185
ASN00086351,2008-12-06,TMAX,270
ASN00086068,2007-05-14,TMAX,223
ASN00086071,2013-12-12,TMIN,110
ASN00086038,2012-05-09,TMAX,213
ASN00086351,2014-01-08,TMAX,272
ASN00086038,2006-01-24,TMAX,216
ASN00086068,2011-10-23,TMIN,122
ASN00087031,2012-01-05,TMAX,202
ASN00086071,2008-03-02,TMAX,296
ASN00086068,2014-05-03,TMIN,91
ASN00085283,2007-05-25,TMIN,130
ASN00087031,2012-01-05,TMIN,132
ASN00086071,2010-03-08,TMIN,164
ASN00086071,2008-03-02,TMIN,103
ASN00086104,2010-01-07,TMIN,108
ASN00086351,2005-09-08,TMAX,233
ASN00086351,2005-09-08,TMIN,137
ASN00086104,2010-01-07,TMAX,256
ASN00086068,2010-01-01,TMAX,213
ASN00086068,2007-01-10,TMIN,108
ASN00086372,2007-01-03,TMAX,273
ASN00086068,2014-05-03,TMAX,159
ASN00086372,2007-01-03,TMIN,184
ASN00086383,2010-04-15,TMIN,106
ASN00086383,2010-04-15,TMAX,181
ASN00086282,2014-11-29,TMAX,266
ASN00086383,2014-01-04,TMIN,88
ASN00086038,2008-04-03,TMIN,81
ASN00086038,2008-04-03,TMAX,172
ASN00086038,2011-10-16,TMAX,178
ASN00086038,2011-10-16,TMIN,83
ASN00087031,2012-06-02,TMAX,158
ASN00086372,2007-05-30,TMAX,81
ASN00086282,2005-06-16,TMIN,53
ASN00086282,2011-10-23,TMAX,291
ASN00085283,2007-05-15,TMAX,200
ASN00085283,2007-05-15,TMIN,100
ASN00086282,2005-06-16,TMAX,136
ASN00087031,2012-06-02,TMIN,15
ASN00086282,2011-10-23,TMIN,107
ASN00086068,2009-02-23,TMIN,137
ASN00086068,2007-01-10,TMAX,367
ASN00086038,2009-02-23,TMIN,127
ASN00086383,2010-01-01,TMAX,253
ASN00087031,2008-12-06,TMAX,267
ASN00087031,2008-12-06,TMIN,141
ASN00086038,2014-11-18,TMIN,89
ASN00086068,2012-01-05,TMAX,222
ASN00086068,2012-01-05,TMIN,108
ASN00086038,2014-11-18,TMAX,203
ASN00085283,2008-03-31,TMAX,175
ASN00086351,2012-06-02,TMIN,18
ASN00086351,2012-06-02,TMAX,141
ASN00087031,2010-06-20,TMIN,109
ASN00087031,2010-06-20,TMAX,144
ASN00086282,2008-06-05,TMAX,174
ASN00086282,2008-06-05,TMIN,83
ASN00086038,2009-02-23,TMAX,351
ASN00086077,2012-06-02,TMAX,151
ASN00087031,2010-06-17,TMIN,94
ASN00087031,2010-06-17,TMAX,138
ASN00086068,2009-02-23,TMAX,350
ASN00086282,2008-04-08,TMIN,99
ASN00085283,2006-01-25,TMIN,130
ASN00085283,2006-01-25,TMAX,380
ASN00086068,2010-01-01,TMIN,188
ASN00087031,2009-02-13,TMAX,257
ASN00085283,2014-11-26,TMAX,176
ASN00085283,2014-11-26,TMIN,104
ASN00086383,2009-12-25,TMIN,128
ASN00086383,2009-12-25,TMAX,198
ASN00086071,2010-03-08,TMAX,225
ASN00086038,2012-04-29,TMAX,160
ASN00086038,2012-04-29,TMIN,86
ASN00086077,2012-06-02,TMIN,22
ASN00086282,2008-04-08,TMAX,261
ASN00086282,2014-11-29,TMIN,95
ASN00086351,2006-03-11,TMAX,274
ASN00086372,2007-05-30,TMIN,31
ASN00086372,2009-02-22,TMIN,120
ASN00086351,2009-10-14,TMIN,88
ASN00086071,2012-04-29,TMAX,179
ASN00086068,2006-03-10,TMAX,261
ASN00086068,2006-03-10,TMIN,122
ASN00086351,2009-10-14,TMAX,154
ASN00085283,2007-07-24,TMAX,170
ASN00086351,2012-01-05,TMAX,202
ASN00086071,2012-04-29,TMIN,119
ASN00085283,2007-07-24,TMIN,15
ASN00086077,2010-06-17,TMAX,142
ASN00087031,2015-09-05,TMAX,143
ASN00086038,2011-09-27,TMIN,104
ASN00086077,2006-10-17,TMIN,63
ASN00086068,2010-04-15,TMAX,176
ASN00086038,2011-09-27,TMAX,213
ASN00086351,2012-01-22,TMIN,170
ASN00086071,2009-03-07,TMIN,130
ASN00086077,2010-04-29,TMAX,164
ASN00086071,2010-01-07,TMAX,247
ASN00087031,2009-03-10,TMIN,137
ASN00087031,2009-03-10,TMAX,252
ASN00086104,2012-06-03,TMIN,50
ASN00086077,2014-10-08,TMIN,91
ASN00086104,2012-06-03,TMAX,139
ASN00086071,2009-03-07,TMAX,204
ASN00086077,2012-01-22,TMIN,157
ASN00086071,2012-10-04,TMAX,314
ASN00086077,2012-01-22,TMAX,309
ASN00086077,2010-04-29,TMIN,129
ASN00086071,2012-10-04,TMIN,169
ASN00086351,2010-06-17,TMAX,135
ASN00086351,2010-06-17,TMIN,72
ASN00086077,2014-10-08,TMAX,184
ASN00086351,2012-01-22,TMAX,324
ASN00086068,2010-04-15,TMIN,129
ASN00086068,2014-01-04,TMAX,212
ASN00086383,2007-01-10,TMIN,60
ASN00086071,2007-04-02,TMAX,209
ASN00086383,2007-01-10,TMAX,353
ASN00086351,2010-04-29,TMIN,115
ASN00086351,2010-04-29,TMAX,171
ASN00086383,2012-06-02,TMIN,-9
ASN00086282,2006-02-19,TMIN,162
ASN00086383,2012-06-02,TMAX,149
ASN00086068,2012-06-02,TMAX,153
ASN00085283,2007-01-24,TMIN,122
ASN00086077,2012-01-05,TMAX,203
ASN00085283,2007-01-24,TMAX,217
ASN00086077,2012-01-05,TMIN,105
ASN00086372,2009-02-22,TMAX,248
ASN00086068,2012-06-02,TMIN,22
ASN00086282,2006-02-19,TMAX,228
ASN00086068,2015-03-12,TMAX,207
ASN00086068,2015-03-12,TMIN,113
ASN00086351,2012-01-05,TMIN,119
ASN00087031,2015-09-05,TMIN,92
ASN00086038,2015-02-08,TMIN,188
ASN00086038,2015-02-08,TMAX,231
ASN00086077,2010-06-17,TMIN,46
ASN00086071,2007-04-02,TMIN,149
ASN00085283,2011-10-06,TMIN,73
ASN00085283,2011-10-06,TMAX,185
ASN00086104,2010-04-25,TMAX,176
ASN00086068,2014-01-04,TMIN,121
ASN00086071,2011-06-26,TMIN,89
ASN00086071,2011-06-26,TMAX,150
ASN00086104,2010-04-25,TMIN,100
ASN00086351,2014-10-08,TMIN,64
ASN00086351,2014-10-08,TMAX,176
ASN00086383,2014-01-04,TMAX,202
ASN00087031,2006-10-17,TMAX,283
ASN00086383,2006-03-10,TMAX,268
ASN00086383,2006-03-10,TMIN,67
ASN00086383,2010-01-06,TMIN,70
ASN00086383,2010-01-06,TMAX,241
ASN00087031,2009-12-25,TMAX,195
ASN00086068,2011-06-25,TMIN,99
ASN00086282,2015-01-30,TMIN,114
ASN00086383,2005-11-22,TMIN,113
ASN00086077,2007-01-03,TMIN,161
ASN00086383,2005-11-22,TMAX,204
ASN00086351,2015-12-11,TMIN,122
ASN00086104,2012-01-06,TMAX,240
ASN00086068,2011-06-25,TMAX,157
ASN00086104,2012-01-06,TMIN,81
ASN00086104,2005-08-18,TMIN,105
ASN00086104,2005-08-18,TMAX,176
ASN00086077,2007-01-10,TMIN,113
ASN00086351,2015-12-11,TMAX,200
ASN00086351,2008-07-23,TMIN,46
ASN00086372,2010-04-29,TMAX,115
ASN00086351,2009-03-10,TMIN,122
ASN00086351,2009-03-10,TMAX,270
ASN00087031,2015-03-12,TMIN,107
ASN00087031,2015-03-12,TMAX,210
ASN00086383,2006-10-17,TMAX,270
ASN00086351,2007-01-03,TMAX,335
ASN00086077,2007-01-03,TMAX,317
ASN00086383,2006-10-17,TMIN,11
ASN00085283,2014-01-29,TMAX,265
ASN00087031,2009-12-25,TMIN,135
ASN00086351,2007-01-03,TMIN,177
ASN00086372,2010-04-29,TMIN,71
ASN00085283,2008-12-14,TMIN,120
ASN00085283,2008-12-14,TMAX,189
ASN00086351,2008-07-23,TMAX,111
ASN00086077,2007-01-10,TMAX,368
ASN00086068,2010-01-06,TMIN,131
ASN00086068,2010-01-06,TMAX,231
ASN00086068,2007-01-03,TMIN,185
ASN00086372,2006-02-20,TMIN,87
ASN00086372,2006-02-20,TMAX,190
ASN00086383,2005-07-24,TMIN,103
ASN00086383,2015-02-01,TMAX,236
ASN00086071,2014-05-12,TMIN,78
ASN00087031,2012-05-21,TMIN,24
ASN00086071,2014-05-12,TMAX,201
ASN00086071,2008-06-16,TMAX,176
ASN00086383,2005-07-24,TMAX,154
ASN00086068,2012-05-21,TMAX,153
ASN00086077,2008-07-23,TMAX,101
ASN00086077,2008-07-23,TMIN,55
ASN00086282,2012-06-02,TMIN,27
ASN00086071,2008-06-16,TMIN,79
ASN00086068,2007-01-03,TMAX,337
ASN00086383,2015-02-01,TMIN,117
ASN00086383,2015-07-10,TMAX,143
ASN00087031,2007-01-03,TMAX,326
ASN00087031,2012-05-21,TMAX,166
ASN00086038,2007-03-23,TMAX,371
ASN00086068,2012-01-16,TMAX,322
ASN00087031,2007-01-03,TMIN,168
ASN00086038,2007-03-23,TMIN,171
ASN00086104,2007-04-02,TMIN,123
ASN00087031,2011-06-25,TMIN,96
ASN00087031,2011-06-25,TMAX,168
ASN00085283,2011-06-20,TMAX,163
ASN00086104,2007-04-02,TMAX,207
ASN00086068,2012-01-16,TMIN,123
ASN00086383,2012-01-16,TMAX,314
ASN00086383,2012-01-16,TMIN,103
ASN00086383,2015-07-10,TMIN,41
ASN00086077,2012-05-21,TMIN,44
ASN00086372,2009-10-14,TMAX,98
ASN00086372,2009-10-14,TMIN,50
ASN00087031,2012-01-16,TMIN,120
ASN00086104,2008-12-08,TMIN,117
ASN00086104,2008-12-08,TMAX,223
ASN00086372,2008-11-30,TMIN,63
ASN00086038,2012-10-04,TMAX,307
ASN00086038,2012-10-04,TMIN,150
ASN00086077,2005-09-08,TMAX,241
ASN00086383,2012-01-05,TMAX,218
ASN00087031,2007-01-10,TMIN,102
ASN00086372,2008-11-30,TMAX,194
ASN00086383,2012-01-05,TMIN,77
ASN00086104,2010-04-16,TMIN,81
ASN00087031,2007-01-10,TMAX,379
ASN00086104,2015-09-08,TMAX,126
ASN00086383,2010-06-17,TMAX,136
ASN00086077,2005-09-08,TMIN,152
ASN00086104,2010-04-16,TMAX,242
ASN00086351,2012-05-21,TMIN,11
ASN00086104,2015-09-08,TMIN,78
ASN00086068,2010-06-17,TMAX,137
ASN00087031,2006-10-17,TMIN,55
ASN00086077,2008-05-02,TMIN,106
ASN00086068,2010-06-17,TMIN,36
ASN00086351,2012-01-16,TMAX,325
ASN00086104,2011-06-26,TMIN,85
ASN00086104,2011-06-26,TMAX,156
ASN00086077,2009-03-10,TMIN,122
ASN00086077,2009-03-10,TMAX,251
ASN00086383,2010-01-01,TMIN,188
ASN00086077,2008-05-02,TMAX,173
ASN00086351,2012-05-21,TMAX,152
ASN00086351,2012-01-16,TMIN,120
ASN00086372,2007-07-27,TMIN,65
ASN00086372,2007-07-27,TMAX,89
ASN00087031,2005-03-06,TMAX,181
ASN00086071,2010-01-07,TMIN,148
ASN00086383,2010-06-17,TMIN,37
ASN00087031,2005-03-06,TMIN,66
ASN00086068,2005-11-30,TMAX,275
ASN00086077,2012-01-16,TMAX,329
ASN00086282,2009-12-19,TMAX,203
ASN00086282,2009-12-19,TMIN,135
ASN00086077,2012-01-16,TMIN,130
ASN00087031,2009-02-13,TMIN,82
ASN00086068,2005-11-30,TMIN,117
ASN00086383,2011-06-25,TMIN,51
ASN00086068,2005-07-23,TMAX,150
ASN00086068,2005-07-23,TMIN,114
ASN00086077,2012-05-21,TMAX,159
ASN00086068,2006-10-17,TMIN,61
ASN00087031,2012-01-16,TMAX,335
ASN00086282,2015-01-30,TMAX,219
ASN00086383,2011-06-25,TMAX,161
ASN00086068,2006-10-17,TMAX,279
ASN00085283,2015-08-13,TMIN,63
ASN00086077,2008-05-04,TMIN,81
ASN00087031,2005-07-21,TMIN,3
ASN00086282,2015-12-19,TMIN,179
ASN00086282,2015-12-19,TMAX,431
ASN00086068,2009-12-25,TMIN,137
ASN00086372,2006-02-23,TMIN,120
ASN00085283,2015-08-13,TMAX,114
ASN00086372,2006-02-23,TMAX,305
ASN00086068,2009-12-25,TMAX,209
ASN00086077,2008-05-04,TMAX,198
ASN00085283,2011-09-27,TMAX,174
ASN00086068,2015-09-05,TMAX,149
ASN00086068,2015-09-05,TMIN,90
ASN00086038,2010-02-27,TMAX,230
ASN00086038,2010-02-27,TMIN,223
ASN00085283,2011-09-27,TMIN,75
ASN00087031,2005-07-21,TMAX,155
ASN00087031,2010-04-15,TMIN,123
ASN00087031,2010-04-15,TMAX,185
ASN00087031,2010-01-01,TMIN,183
ASN00086071,2012-01-23,TMIN,186
ASN00086351,2011-10-23,TMAX,291
ASN00085283,2005-07-08,TMIN,60
ASN00086077,2012-10-03,TMIN,72
ASN00086071,2012-01-23,TMAX,335
ASN00086104,2007-03-23,TMAX,366
ASN00086077,2012-10-03,TMAX,242
ASN00086104,2007-03-23,TMIN,178
ASN00085283,2014-06-04,TMIN,96
ASN00086071,2014-11-18,TMIN,113
ASN00086104,2011-09-27,TMAX,221
ASN00086383,2009-03-10,TMIN,87
ASN00086383,2009-03-10,TMAX,296
ASN00086104,2015-03-11,TMAX,251
ASN00086071,2014-11-18,TMAX,212
ASN00086104,2015-03-11,TMIN,106
ASN00086351,2011-10-23,TMIN,120
ASN00086038,2009-12-19,TMAX,202
ASN00086383,2012-05-08,TMIN,117
ASN00086282,2009-02-01,TMIN,181
ASN00086383,2012-05-08,TMAX,201
ASN00086077,2011-10-23,TMIN,130
ASN00086077,2011-10-23,TMAX,292
ASN00086068,2012-05-08,TMIN,105
ASN00086038,2009-12-19,TMIN,130
ASN00086068,2007-05-30,TMIN,68
ASN00086077,2010-04-19,TMAX,277
ASN00086383,2015-03-12,TMAX,213
ASN00086068,2007-05-30,TMAX,136
ASN00086282,2005-08-13,TMIN,60
ASN00086282,2005-08-13,TMAX,168
ASN00086282,2009-02-01,TMAX,341
ASN00086068,2012-05-08,TMAX,211
ASN00086104,2011-09-27,TMIN,82
ASN00086077,2006-03-11,TMIN,123
ASN00086077,2006-03-11,TMAX,272
ASN00086351,2012-04-28,TMIN,75
ASN00086071,2010-02-27,TMAX,226
ASN00086071,2010-02-27,TMIN,224
ASN00086372,2005-08-11,TMAX,45
ASN00087031,2012-05-08,TMIN,107
ASN00086372,2005-08-11,TMIN,-1
ASN00086351,2012-04-28,TMAX,212
ASN00086068,2012-10-03,TMAX,258
ASN00087031,2012-05-08,TMAX,216
ASN00086068,2012-10-03,TMIN,66
ASN00086077,2007-05-30,TMIN,75
ASN00086077,2007-05-30,TMAX,140
ASN00086351,2010-04-19,TMIN,129
ASN00086383,2010-04-24,TMAX,238
ASN00087031,2006-03-10,TMAX,233
ASN00086104,2010-04-30,TMAX,161
ASN00086104,2010-04-30,TMIN,116
ASN00086068,2014-10-08,TMAX,175
ASN00086372,2007-05-19,TMIN,78
ASN00086071,2014-05-27,TMIN,158
ASN00086068,2010-04-24,TMAX,240
ASN00086071,2014-05-27,TMAX,201
ASN00086068,2010-04-24,TMIN,174
ASN00086383,2005-11-30,TMIN,77
ASN00086038,2011-06-26,TMIN,81
ASN00087031,2012-10-03,TMAX,265
ASN00086383,2005-11-30,TMAX,255
ASN00087031,2007-05-30,TMIN,66
ASN00087031,2012-10-03,TMIN,60
ASN00086038,2011-06-26,TMAX,146
ASN00086372,2007-05-19,TMAX,117
ASN00087031,2007-05-30,TMAX,143
ASN00086068,2014-10-08,TMIN,66
ASN00086383,2007-05-30,TMAX,135
ASN00086383,2015-03-12,TMIN,63
ASN00086383,2007-05-30,TMIN,67
ASN00086383,2014-10-08,TMAX,179
ASN00087031,2011-10-23,TMIN,130
ASN00086104,2012-05-09,TMIN,155
ASN00086104,2012-05-09,TMAX,213
ASN00087031,2011-10-23,TMAX,295
ASN00086038,2007-05-15,TMAX,208
ASN00086077,2015-09-05,TMIN,95
ASN00086383,2015-09-01,TMIN,-6
ASN00085283,2007-01-03,TMAX,305
ASN00086038,2007-05-15,TMIN,132
ASN00086077,2011-09-26,TMAX,210
ASN00085283,2008-06-05,TMAX,157
ASN00086077,2011-09-26,TMIN,35
ASN00085283,2008-06-05,TMIN,106
ASN00086068,2008-05-02,TMIN,101
ASN00085283,2007-01-03,TMIN,150
ASN00086351,2011-09-26,TMIN,32
ASN00086383,2015-09-01,TMAX,158
ASN00086372,2010-06-17,TMIN,77
ASN00086372,2009-02-14,TMIN,121
ASN00086077,2015-09-05,TMAX,139
ASN00086351,2012-10-11,TMIN,63
ASN00086104,2007-05-31,TMAX,134
ASN00086038,2006-01-24,TMIN,142
ASN00086077,2014-01-04,TMIN,134
ASN00086351,2012-10-11,TMAX,123
ASN00086282,2006-10-22,TMIN,13
ASN00086282,2006-10-22,TMAX,180
ASN00086372,2010-06-17,TMAX,87
ASN00087031,2009-02-23,TMIN,132
ASN00086372,2009-02-14,TMAX,238
ASN00086077,2005-07-23,TMIN,109
ASN00086068,2011-10-23,TMAX,287
ASN00086351,2011-09-26,TMAX,207
ASN00086071,2010-04-30,TMIN,130
ASN00086077,2012-04-28,TMAX,201
ASN00086071,2010-04-30,TMAX,166
ASN00086068,2008-05-02,TMAX,176
ASN00086282,2007-01-18,TMAX,333
ASN00086282,2014-01-31,TMIN,163
ASN00086282,2014-01-31,TMAX,281
ASN00086383,2010-06-20,TMAX,133
ASN00086282,2007-01-18,TMIN,172
ASN00086077,2010-04-19,TMIN,117
ASN00086383,2011-09-26,TMAX,199
ASN00087031,2005-03-20,TMAX,273
ASN00086351,2005-07-21,TMIN,10
ASN00087031,2005-03-20,TMIN,95
ASN00086351,2012-10-03,TMAX,260
ASN00086383,2011-09-26,TMIN,14
ASN00086351,2012-10-03,TMIN,79
ASN00086383,2014-10-08,TMIN,49
ASN00086351,2005-07-21,TMAX,160
ASN00086068,2011-09-26,TMIN,34
ASN00086383,2014-05-03,TMAX,154
ASN00086383,2014-05-03,TMIN,77
ASN00086071,2009-12-26,TMAX,221
ASN00087031,2011-09-26,TMAX,218
ASN00087031,2011-09-26,TMIN,27
ASN00086383,2005-11-29,TMAX,241
ASN00086104,2005-03-31,TMIN,117
ASN00086038,2010-01-07,TMIN,130
ASN00086104,2009-10-15,TMIN,94
ASN00086038,2010-01-07,TMAX,242
ASN00086383,2005-11-29,TMIN,122
ASN00086104,2005-03-31,TMAX,269
ASN00086104,2009-10-15,TMAX,148
ASN00085283,2010-03-02,TMIN,90
ASN00085283,2010-03-02,TMAX,226
ASN00086383,2010-06-20,TMIN,104
ASN00086068,2011-09-26,TMAX,207
ASN00086071,2009-12-26,TMIN,129
ASN00086104,2007-05-31,TMIN,79
ASN00086351,2010-04-19,TMAX,275
ASN00086077,2012-04-28,TMIN,96
ASN00087031,2005-07-23,TMIN,103
ASN00086383,2012-01-22,TMIN,124
ASN00086383,2012-01-22,TMAX,311
ASN00085283,2008-06-12,TMAX,175
ASN00085283,2015-09-29,TMIN,83
ASN00086038,2014-05-26,TMAX,209
ASN00085283,2015-09-29,TMAX,168
ASN00086077,2010-01-01,TMAX,200
ASN00086351,2006-10-17,TMIN,58
ASN00086077,2010-01-01,TMIN,183
ASN00086372,2009-10-10,TMAX,151
ASN00086383,2014-06-04,TMIN,44
ASN00086071,2005-08-18,TMIN,95
ASN00086071,2005-08-18,TMAX,178
ASN00086351,2006-10-17,TMAX,273
ASN00086104,2015-09-02,TMAX,181
ASN00085283,2015-07-30,TMIN,22
ASN00086351,2012-05-08,TMAX,208
ASN00086351,2012-05-08,TMIN,113
ASN00086068,2010-06-20,TMIN,114
ASN00086068,2010-06-20,TMAX,132
ASN00086068,2010-04-29,TMIN,122
ASN00086104,2005-07-25,TMIN,86
ASN00086104,2005-07-25,TMAX,157
ASN00086104,2015-02-02,TMAX,236
ASN00086068,2010-04-29,TMAX,174
ASN00086068,2009-10-14,TMAX,159
ASN00086104,2012-10-04,TMAX,294
ASN00086077,2010-04-15,TMIN,132
ASN00086104,2012-10-04,TMIN,137
ASN00086104,2012-04-29,TMAX,160
ASN00086104,2012-04-29,TMIN,76
ASN00086068,2009-10-14,TMIN,89
ASN00086104,2015-09-02,TMIN,84
ASN00086372,2009-10-10,TMIN,36
ASN00086282,2015-12-15,TMIN,118
ASN00086104,2009-12-26,TMAX,226
ASN00086077,2009-10-14,TMIN,97
ASN00086077,2009-10-14,TMAX,162
ASN00085283,2012-01-10,TMIN,106
ASN00086351,2008-05-04,TMAX,190
ASN00086351,2008-05-04,TMIN,60
ASN00087031,2012-01-22,TMIN,136
ASN00085283,2012-01-10,TMAX,178
ASN00086077,2005-03-06,TMAX,174
ASN00086071,2006-02-07,TMAX,210
ASN00087031,2010-01-01,TMAX,187
ASN00086077,2005-03-06,TMIN,110
ASN00086071,2006-02-07,TMIN,138
ASN00086077,2006-10-17,TMAX,283
ASN00087031,2012-01-22,TMAX,298
ASN00086104,2009-12-26,TMIN,104
ASN00086038,2014-05-26,TMIN,108
ASN00086282,2009-02-24,TMAX,204
ASN00087031,2009-10-14,TMIN,70
ASN00087031,2009-10-14,TMAX,168
ASN00086071,2012-06-03,TMIN,66
ASN00086071,2007-03-23,TMAX,374
ASN00086071,2007-03-23,TMIN,176
ASN00086068,2012-01-22,TMIN,149
ASN00086282,2015-12-15,TMAX,282
ASN00086383,2014-06-04,TMAX,174
ASN00086071,2012-06-03,TMAX,143
ASN00086068,2012-01-22,TMAX,329
ASN00086038,2008-06-16,TMIN,49
ASN00086038,2008-06-16,TMAX,172
ASN00087031,2010-04-29,TMIN,117
ASN00086282,2009-02-24,TMIN,95
ASN00087031,2010-04-29,TMAX,183
ASN00086351,2010-01-01,TMIN,190
ASN00086077,2010-04-15,TMAX,176
ASN00086351,2010-01-01,TMAX,206
ASN00086372,2008-07-23,TMIN,36
ASN00086383,2009-10-14,TMAX,148
ASN00086372,2006-02-05,TMIN,105
ASN00086038,2012-06-03,TMIN,56
